group_parameter_set_ID,synthetic_par_ID,synthetic_indi_beta0,synthetic_indi_beta1,synthetic_indi_beta2,synthetic_indi_drift,synthetic_indi_a,synthetic_indi_t,synthetic_indi_d_p,synthetic_indi_d_x
0,0,2.3432658573799263,2.3530008443946144,0.36200748871766203,1.009604055883491,3.4640270456813607,1.253041505900042,3.7810779484913217,3.7133354911800383
0,1,1.1608212403446947,5.348155602067039,0.5351631171866716,1.930532258388891,3.3818220537050356,0.8637027118511309,1.3830492422931058,0.2379502625453882
0,2,4.423849728121719,1.631047846319902,0.46394072958911564,1.1330245316042873,1.5006754067041166,0.21691994709710327,1.6222333884802311,3.315059864995212
0,3,2.383579598310816,5.6569828731375935,0.6264341470524254,1.723420597581423,1.575965080705414,0.34502058641571365,0.5348870473697818,3.514475601621291
0,4,2.3601928528529754,1.0954857857866267,0.9713783857109528,1.5556851576840114,2.811628834857091,1.6919405716994949,1.123556864164971,2.22005358483852
0,5,1.4761400649675713,3.0391665341142535,0.434754051036363,2.069982546750728,2.301742953665979,1.3667422111773493,2.533252888640448,2.2541199468241357
0,6,5.872311531852653,4.534150302285342,0.8612727817870859,1.2719749036286196,1.4897352005046738,1.0744562536273419,1.380575258752149,1.8647413451062937
0,7,7.034322507714422,5.21464756695361,0.6552189590949979,0.7414294675092227,2.457652024160578,0.7393361677012695,0.5190410024786116,0.9408824030527798
0,8,1.3899375291995484,2.5703409004086346,0.5518628801384979,0.640143470219218,1.9872516231939628,1.881516181751205,1.605102657503148,2.2592649730054486
0,9,2.8615400036758016,3.161146050820487,0.23140330016652647,1.742401339191532,2.0927147843218723,0.8781357753088326,2.668145834547854,2.8203568810530437
0,10,4.402955511051659,6.6515067455165555,0.3391780873217465,1.846943066913949,1.2715367863701994,0.4314980555404161,0.605040749612864,1.8984409437292755
0,11,1.291586294205168,1.4520561530141356,0.3650363728217786,2.3071118015531273,1.1834638981760084,1.2694693449259795,3.969456324773691,0.1176311286276368
0,12,4.247123549957305,2.067191383750733,0.19408340897573587,1.4182910380916074,2.8997745564625808,0.9274018949097675,1.9956326084540974,3.4133461875407796
0,13,4.921917500375977,5.180284275368262,0.49981508731077967,2.414899385350832,1.4303564100981934,1.221047033370464,3.5059562655722396,0.32879833164548167
0,14,0.6001994489901462,4.403685553517768,0.37646299968206043,2.7550618130742857,2.6312299828904075,1.23828668592509,3.358473518641685,2.679825015001207
0,15,19.514707215694862,3.4536868082287553,0.8494038610777351,0.9311017636708021,2.70904214952512,1.5431024120966583,3.756023916060095,3.1576476434800416
0,16,3.0723476454603373,6.091921956337957,0.32563240577560887,1.3916053783662095,1.2768336878894337,1.9745623821057396,0.7520323687836381,3.811835307785453
0,17,0.9949110381190494,4.4884593555157375,0.28663279555385585,1.507017335202912,2.9664333389412483,1.5732705357483177,0.9727342848608105,2.3681691859632177
0,18,3.3719658292843677,5.627355837422398,0.19507166731582395,0.9868421798630964,3.3466200775230632,0.9572899501156464,0.9963211584183846,3.4719991121613725
0,19,2.0748091103525996,6.485994268927852,0.4270697086908826,2.1659345374414887,3.037726263325436,0.7570545023160102,0.05597999215669969,0.4039837302991809
0,20,3.7501092139751813,2.988597187418264,0.5117761584448037,1.735416048257831,2.419344071543163,1.5745903182604857,0.10226649604111104,0.28888252717801466
1,0,29.69675217009896,7.17898452161333,0.9541641869234672,0.7654647127518781,2.041880242603615,1.809563264141315,3.1844285335323606,2.9420689574415952
1,1,12.625239719996719,16.83615835955734,0.33972832885080617,1.1274798341209569,1.4227293272260129,0.2860429894085802,3.808900041973742,3.370572449560269
1,2,2.4194644258095175,1.9564695288846152,0.041169778015749246,0.7302533356282466,3.3005790384433222,0.3076752148369352,1.066677933585035,1.2100670249139749
1,3,5.499963007455351,3.8136249370643376,0.21950593769498916,4.2250900252097034,2.1250790041056065,1.4974022868306809,3.6625632071182603,1.9393760032071943
1,4,0.6922534304375801,2.338828553717642,2.926823714851887,0.8905575820143152,1.041643109331194,1.9689970085847897,0.7119828154277759,2.6576497205017753
1,5,10.955295818255209,3.949783284204785,0.18588690851143388,1.3987857425488857,1.3898220906981669,1.8300801107925277,2.899944313981817,3.028569696259336
1,6,1.8275872420334816,1.075484465699859,2.3883151454629163,2.373643509823557,1.8447465150179105,0.7350269266583094,3.2379588509683863,3.188905325796117
1,7,3.2062126488799927,2.5492503025159845,0.54561643298778,1.2450285492567792,0.5211782822114804,0.7793202103653405,2.0232334962849845,2.038146861417914
1,8,11.442833905132897,11.919668842395318,0.4066209286464829,1.6349968180950474,1.0150289716066097,1.5853993270366886,1.0203740423499679,1.4074257129273366
1,9,15.188684020822924,8.567649259361348,0.531903798093026,1.9879721160455082,1.4409921130536305,0.9318931915074822,1.348360222823631,3.029746332165622
1,10,2.631282059175441,2.558554601217019,2.9858254660079653,0.8132668745580852,1.707045848639522,0.257135627879532,3.617794422699329,0.25560082851944044
1,11,3.7783586789269115,3.969471838376812,1.3259502100388911,1.7349019406245294,1.4354094450697839,0.8157736078744711,3.6537397920193118,1.3568982324991072
1,12,5.08540243356424,4.346035076318995,0.28033625306147153,0.9591666165496252,1.0334871818799174,1.4033060388213137,3.0800346070207203,0.7351191765934733
1,13,1.4335459209537953,1.8772464357194614,0.20462279283866466,3.0129411778632917,1.2225294448047443,1.7044663452718072,2.359011376759909,2.0866391303489986
1,14,7.374908015137872,2.779137100210217,0.09680130577106585,1.1686203313358912,0.5496339014409704,1.216538925941891,2.0677188331367313,2.858174700824506
1,15,3.012057539134284,5.595536965588228,3.4717372732089142,2.3982984174007917,2.8903438363654073,0.4596430757997486,1.4593218878906655,0.3949292970290772
1,16,4.783943630506922,2.718059765750893,0.5524097184854527,1.5576437217992718,2.4868486013472664,1.8109605675711162,0.5713251543430227,2.687406305209835
1,17,15.079535297430304,5.131614890861802,0.7202546909235796,1.0822267993147834,3.410188156711553,0.26449465334843564,3.221231061408134,0.2283539465977218
1,18,17.776537517148718,1.9706581396868528,0.644196975722636,1.8765100686892693,1.9854662903067783,1.2120058882958213,2.0281068577581767,0.05590975479143223
1,19,26.785622065153134,3.102581432111632,0.2350668506103363,2.790919039664281,0.744287840949069,0.714388755400952,0.682172959084586,2.984535398219033
1,20,8.692041409513624,10.208164318964718,0.2572322339680604,1.6321488216549993,2.7734400262404724,1.222556517536275,2.362104023131988,3.417846907610127
2,0,2.387441143732706,3.876056388113058,0.5905365226503071,1.0500239136220244,1.775484782963718,1.0994882524253504,1.1820949802009135,2.47162377833807
2,1,2.2036164839945562,1.3948343410835127,1.2229628258066976,1.3514799548617908,2.0764143297419624,1.7792044425854385,3.211004657204509,1.8420188496574101
2,2,6.675061144370889,2.742194002132466,0.27937103397542357,1.5574623825704348,2.0126141400618485,1.436478759184178,2.552813077590238,0.7835832779041252
2,3,3.185658385144649,4.735088378750199,0.6885875886418775,0.8555280018727786,2.1929614628274887,1.7001273561139152,2.978542624609469,3.781495048715643
2,4,2.91564717894287,4.6882051125218895,0.563329439164592,0.9755003772721016,3.0426831927053906,0.2374967112565693,0.09249032258401924,3.7020728651064263
2,5,2.4489940907782928,3.2573844665598046,0.16481424225892344,1.0848802257799381,1.1704226813010001,0.7106113963540475,1.7551194219879696,1.0507901940651756
2,6,3.492446818918973,3.396120056841278,0.5347152466693631,0.7957436864952251,2.6202742403540284,0.8812070838033113,3.8863921059853697,1.9710771416833475
2,7,3.3810715312466146,4.315542616019742,0.35631214133598355,0.8733273435912362,2.0367753627051846,0.7235313209197343,3.5446297148281745,3.0612147376745313
2,8,5.2094225407374095,7.255046386850732,0.34293243553252634,1.1510228791819956,0.9508317803880778,0.3689353720066831,1.8622768604288544,2.9306813035353674
2,9,4.6664462208019515,4.907086247459967,0.3264020442321912,1.7404226479273264,2.808110974798103,0.4161560872756549,2.370615523449886,1.3584175489714867
2,10,3.6359182923374713,6.40302966735929,0.8096193673459839,0.46696913280090446,3.278673031777215,1.9779595457520607,1.3683108669732071,2.7944056765197853
2,11,5.0765535759812375,3.4594954661929243,0.27374259094242764,1.031774111432853,1.0095211124869157,0.24419861187484238,3.6979903510115544,1.6470817610654742
2,12,2.3538587895537266,4.670887911635675,0.2425112947892833,1.7952796298853781,0.661189294712972,0.9750435809844802,2.478809705262386,1.1364522482740251
2,13,2.4192682495320104,4.241552773784727,0.2696352070620524,1.5571356841866049,1.6778350320004112,1.5320481830988515,0.7758825546582631,3.9177216340165506
2,14,4.012666862577687,4.992294335524003,0.6452412819223082,1.7855231812601158,0.7663695557374427,1.0058015224448216,0.4374601220359273,1.3103999882396655
2,15,3.5866681340476774,3.8513756607769447,2.135482660289315,0.5386075597922775,1.737507434897436,1.2301552064056016,0.5832362814491314,1.2121930017433455
2,16,3.559576425077187,2.608652304651837,1.2988846202222024,1.3906290094024842,2.854870050556841,1.0997369634293943,1.7457492899135767,0.03605217580523945
2,17,3.6124819856261667,5.577369966803133,0.6069944950168353,1.6666455689337176,2.0214235753179683,1.6930489920185983,3.4297669257115633,1.8555537617214544
2,18,3.4230663966078843,2.393729287876786,2.453777203817297,0.7304504649197601,1.828100056351786,0.5697031569387916,3.5826453784539467,3.835964674876421
2,19,3.93448865853762,4.220489916168772,0.5437519029277635,3.0352553822406656,1.8151459221493909,0.4001443132165807,2.870766335569267,2.4124588494126957
2,20,2.581313174519502,2.0238888011623515,0.9300495576555506,1.7435495517013946,1.7079396600957533,1.5082269121858527,3.057865032410818,3.198050222418843
3,0,10.249177589048971,3.074996784408577,0.29678786813219316,1.1773458413491282,0.5969890705396992,0.3481549245016838,1.4900601213365983,1.1190846435239834
3,1,2.457235543243352,4.2786633813287125,0.12659269060085276,1.7422459119353328,2.467439753937027,1.4315458966936454,1.8689051431387402,2.795835140546688
3,2,2.0186376515478255,5.008850812549497,4.499793104768945,1.0666361736544105,1.8175712582122654,0.44887603726451086,2.965040725406852,1.3371695747922012
3,3,3.7250891052881965,1.5428262487188078,0.5621545578705475,0.9955322434115299,0.5949455808208413,1.5814575775857715,2.4952739263354515,1.9418700578328059
3,4,3.571497503696763,2.0041873614791257,0.17004485035037842,1.2885264918525454,0.5874336773396514,0.33787830788168155,3.851573073975466,2.797690435171582
3,5,3.379172336270276,3.6273712510753766,0.8723950162727304,2.2893124792777395,2.329555651797665,0.3413606092307191,2.5470781492903845,2.875516500000841
3,6,4.801230209941663,9.70608008230768,0.3242245384150007,1.1028137225971797,0.5297785006149595,1.3593991371991163,1.7727960625158814,1.3224433147721553
3,7,2.5709268810614967,1.7315963764949591,0.1612726748084844,1.129097227828929,1.3190281239074533,0.49918341709232567,1.4620110712263026,1.5800348777865239
