group_parameter_set_ID,synthetic_par_ID,synthetic_indi_beta0,synthetic_indi_beta1,synthetic_indi_beta2,synthetic_indi_drift,synthetic_indi_a,synthetic_indi_t,synthetic_indi_v_diff_p,synthetic_indi_v_diff_x,synthetic_indi_v_diff_ev
0,0,8.507533797767737,4.238364652384094,0.7185174669006877,1.3355690886393705,1.7910667469862678,0.3513478980535584,2.795246698697789,3.495762474590675,2.0492256112066967
0,1,5.92283364863888,4.372348140645157,0.4074858353853222,2.22788243740697,2.032353154802253,0.5006076589924375,0.7902918952415527,1.0508763531021685,3.865250857024567
0,2,5.9167531781296265,4.522401242234504,0.5160564967471769,0.9518908956945514,2.2303551502523806,0.8289687970953885,2.0531557744008913,3.1648583254186047,0.8906482495001979
0,3,8.411855045487858,2.813882003682492,0.8409414540355611,1.261798612170642,2.920230182494084,1.6303037348545717,1.9439735786859202,0.684292990457751,1.9737560107577616
0,4,23.522096616635952,4.770628279440495,1.0752111807605558,1.089500373428954,1.7834359345891455,1.7417337897649021,2.3622029127823794,2.037528631332029,0.39673713800263855
0,5,8.317216942116316,4.464021223729366,0.3248386370296705,1.038234910715591,2.322630422066337,0.9638666740933646,1.798344409182624,1.0089333587859044,0.1390065220601957
0,6,3.607561846490878,3.5544725974134517,0.17861085624798692,2.0783708678574837,1.001573368886656,0.21452142557553022,0.5965519238658006,2.3097387843151025,2.4089541766932516
0,7,2.864794011799806,3.733737358509946,1.0318267318517824,3.293101326472489,1.592853198745885,1.3211433048604353,2.6289521327580934,3.16294435763224,0.009197332021441795
0,8,5.140218379233271,9.223486676526523,1.0119076553741055,0.8316038039188094,2.1427785576843656,0.6895061954338232,0.8829736897582916,2.351668898251744,3.0225155411056894
0,9,6.710515071617325,5.619073325094499,0.6126662551036249,0.6418551817702813,2.881144018212035,1.8423849741517315,3.4546424514148066,2.316860292848824,2.5158627350583744
0,10,5.705461531278942,3.449720784336295,0.4257983227501617,1.137075000107223,2.3745823510745727,0.8411321745337439,3.758690355336054,0.22493136348871268,2.5873946237680965
0,11,2.238913646559649,2.261317328043233,1.3912089026842251,1.3286674142747237,2.1450685726736434,1.3168640066241808,3.3832972500784746,3.016682140634012,0.3575731137959286
0,12,10.577413313874192,3.5121777337826616,0.5052239292948569,1.680266902364602,2.591771288835812,0.2835543297857987,1.0459776225238957,1.1033315005943072,1.741051193317543
0,13,28.034782227327316,2.5370029973825043,0.9845300512754941,1.7436125248426488,2.294254699542859,1.9627019337625662,0.9846567761424834,1.906514450833122,3.7552907693759616
0,14,6.321625935013649,2.7249286531495143,0.5930349516403163,1.7247338862548338,0.9778283386432673,1.765812524412075,3.1378538181517173,2.3327987811035134,2.2292658468177877
0,15,5.816715031605836,7.250458199406185,0.6049096585785467,1.246700937026689,2.9101482793690687,0.9917637286316787,3.851303007446511,2.2021859885779986,0.8860640151964398
0,16,3.920939177661618,4.389102988845315,1.1556872820658266,1.4224397432459297,2.642071636803261,1.3579094995666143,2.8992034144797354,2.2169224018198435,0.8602575673118871
0,17,1.3585517825479885,3.4826862004202477,0.478855058362654,2.5629567319050626,1.1919954284796952,0.997243554937508,3.2955294794673557,0.5119633554451193,1.8958528337797889
0,18,1.9717288004882114,3.6259216082541887,0.8982896548323402,1.0867771229277468,0.8259464832347664,1.2341384797806831,3.928232110016987,3.3990611962330517,0.9809373925081761
0,19,9.826471677850861,4.82888205823874,0.3269678146051718,2.036046311850043,3.387208408437445,1.9778713371359242,0.6055201895299551,1.9785512610738931,3.7528283393996547
0,20,6.622151204002782,6.315409506019947,0.214725980213491,1.1733766323988664,0.9536587030907444,1.1572136970052436,1.561719782673877,2.4030104169982613,3.002744352890507
1,0,4.964117934389363,6.463410767259174,0.2931283879720445,0.4142261257846191,3.4083709306073935,1.6997126533169225,2.846584597036058,2.800715248761566,0.24550343662930318
1,1,3.284446223417469,3.557801119468438,1.9953220283462727,0.9709103137893104,2.5258684401054605,0.6140534959427906,2.0184801721125045,0.024438286459190994,3.19848942723933
1,2,9.91103725145865,2.7563290364622177,9.348931356069858,1.6369658670984375,1.3032740119029715,1.313620899607943,2.8350856952550916,3.5632357985907523,2.843268977324637
1,3,8.21871161438449,5.14260818691598,0.14918729720444066,1.8946840840540806,2.828669460552253,1.7672907200988064,3.058714513474479,1.7377184879868133,1.756125489860398
1,4,2.9686228162752437,1.791815168461771,0.60774134999051,1.6866604545839667,2.6085151792520147,1.637857740015898,2.9874434313180807,2.45662777053091,1.1115436933611864
1,5,2.650041392164838,4.693319963889132,0.7707610915403695,1.4177264988604406,3.180808432648808,0.7091224498124999,2.803802430752915,3.214620531864055,3.9332501408171754
1,6,1.905991835460601,3.6701369659917376,0.20694199597589566,0.833890435772375,1.2542422515415148,0.9547286821189938,3.9086686042925667,1.1839685431267664,2.347633276009683
1,7,8.33639090291386,3.8429212162575612,0.37779234892766167,3.0130172975822047,1.702066251922828,1.1245900349395557,1.9958659189257268,0.8622659285203884,3.238711234145657
1,8,3.3343503584805005,3.252196812534767,1.4166694128361392,1.288417412264368,1.9789552577151444,0.33576595898916023,3.4834693826368524,1.2331945190598175,0.29238823562196004
1,9,2.434254330173803,3.1343746506740717,0.9628095087142808,1.1357948677306413,3.3176460806368366,0.6479229383272579,1.4671317552815215,3.7397924126948934,3.804206764738876
1,10,2.2258716595710144,4.017695847108359,0.24909868316171008,3.3338617915250097,0.6521660351232618,1.19069709141769,3.4131338046003377,3.8188300312946906,2.3838327207752674
1,11,5.5471809218195265,6.254453348119863,0.28990536297779,0.7189472477833057,0.6828449722132865,1.46053114830749,3.0586607696836876,2.860246266253424,0.35805173779300636
1,12,3.3197854323035783,3.9655976421537567,0.2299750545343664,1.396709378880673,2.5866447177768284,0.4585667545357426,0.5748413750355055,1.2385272564702658,0.8665494644225662
1,13,2.374498903687094,4.95327095690123,0.2866985682083928,1.1759185137876615,1.178289357245501,0.6740593641133128,0.989942192101477,2.662783462717904,2.669145016348672
1,14,3.8436787432192983,4.5689730333187555,0.19355665222027735,0.8700973217270671,3.321289540691225,0.5352954891180143,2.3472936307600385,2.96081110533175,1.1559442886274396
1,15,11.21187794107998,3.2741189880447457,4.328477903635053,2.0129945551739152,1.762260843250417,1.0772238567481625,0.9783582961390676,2.9722008484212954,2.2597298929758844
1,16,2.2867077600896244,3.573409579464723,0.1946175181719845,0.6149934110650818,3.302286757483598,0.5685081654553413,0.9299179059935176,0.2955833657092244,3.367996844402462
1,17,2.3062878133361893,4.485912995977378,0.43524703569420226,2.105955825350868,1.4553824919179086,1.0448264395618074,3.165987853126821,1.1888033976034684,2.511781742180701
1,18,3.2053766031257416,5.516019367131788,0.27360327661320955,0.5586218057965486,2.154208595447965,0.2661862230565776,2.9753041616213043,1.2488173355669425,0.1298246219187531
1,19,6.333954239048636,2.450434755627239,0.3495466855671859,1.2662061976947692,1.330824370434878,1.6366990329787419,2.442346378153524,3.3481214214833517,3.6232828487268125
