group_parameter_set_ID,synthetic_par_ID,synthetic_indi_beta0,synthetic_indi_beta1,synthetic_indi_beta2,synthetic_indi_drift,synthetic_indi_a,synthetic_indi_t,synthetic_indi_v_diff_p,synthetic_indi_v_diff_x,synthetic_indi_v_diff_ev
0,0,6.717246621763714,0.14746840329697644,0.17578858884271115,1.0494444653251052,2.7897796553935366,1.32220325513245,0.524430214122845,1.2654560178934506,3.417904492964078
0,1,8.74155166411284,0.16323416549975608,1.8388431425092244,1.4144625611896626,2.094149246415482,1.4973613363713003,3.2821481235483283,1.475160088252721,0.9049862915677496
0,2,1.0628583573131087,0.23765441726568837,0.6308123928725006,2.350703305216764,3.455670664708848,0.21033795585184506,1.8926761424849716,0.4649494451349039,0.6721445496744396
0,3,4.708751841255796,0.7674263330699147,0.5535850119035327,1.8346597478928353,1.4210331623056471,0.6018949716688087,2.49397692536181,1.7268968338038033,2.2554281992804186
0,4,4.226977437530002,0.6096337414509495,0.23235526829603542,1.4402963732631013,2.107601208434007,0.4467792526951684,1.9451474990940065,0.9668705782021867,1.34453631343146
0,5,11.088930508369115,0.1091664231480137,0.871579249193486,1.5042109120527813,1.322442154769365,1.9588297202963847,0.9228055961322386,1.8841692124483154,2.579673661024608
0,6,4.627123940725455,0.7470022878088691,0.6687707514964691,1.229046462797221,1.8937178047846213,1.8554616387234832,3.144237309371778,3.861308672468867,2.5844298343821266
0,7,15.97537332313372,0.2851069004842849,0.15708181905285434,0.6865107449498793,2.8197875214311896,0.3343611246397249,1.3676604823855127,0.5077199336947125,2.294372904731955
0,8,2.887225984488596,0.1104916424822005,0.2770407839376682,1.4764223066518918,1.2754528487778225,1.2412246276960466,3.2836906638396353,1.7989110287534245,0.6562778521089525
0,9,7.785822176959375,0.5504905655837318,0.12879150408503312,1.0900813133865996,2.6108847390243675,1.75551099701901,0.22355042846948914,1.0265445517159137,2.9369779824249655
0,10,1.8750186876147932,0.25769014693569203,0.8232510179391308,2.633310629263022,2.8545670392588613,0.7848337759050004,2.310873454633085,3.8157991884984215,0.6908090100390956
0,11,4.002788521977438,0.4205648295149359,0.20194193903226831,1.9775809887520244,1.3175944058267706,0.77886982438088,0.6902831782545866,1.5097178365579271,2.5143605901283093
0,12,4.578829440997546,0.3929018719740116,0.8053339337443685,1.3484324951197528,2.2844806206668,0.25136910131720386,1.9014414214692343,0.4741698281584097,2.360935360848696
0,13,9.23757137769076,0.4965035423684172,0.31695039625822674,1.4845790154053737,2.873205011580764,1.021377649447637,0.31296737903167093,2.7244862963467886,3.115356873014607
0,14,16.1679987391708,0.16729342501270536,0.15051434550475232,1.2624760372030084,2.90353053890765,0.6777001639809133,3.6552814050361717,1.9747856599598492,1.4392300788163008
0,15,2.846158683554509,0.5389100088100627,0.5605223297869972,1.4344576939721743,2.6255232837958267,1.5943394400082542,2.7899002064152287,1.48721377690421,3.769189746802333
0,16,2.7924731036384833,0.26365700774479434,0.5872834405427438,1.1851011604859585,3.3041318727331506,1.1061680473482725,2.5470261305848236,0.15000386238050378,3.7557110884519105
0,17,2.525382539451892,0.8678226530790221,0.2317332241692856,2.080587010446587,1.5036726657199222,1.336276510837969,1.9013615339944119,2.604296504201587,3.089442024276462
0,18,1.2937572886645874,0.24167859510818493,0.11336428956228992,0.7273450812300878,1.578913599972412,0.5356066227974916,0.11730775829196238,2.155910704790487,1.705128465399186
0,19,5.386865180449947,0.34430074852248815,0.39636132777087657,0.9124047524020195,3.198786086775552,0.5126178223808453,1.1883044071397957,3.6604342023560528,3.279098661942911
0,20,6.67778968681562,0.5275019020174685,0.8739683735575638,1.489576089703405,2.6525692263885725,1.4202564603820325,1.550988587043908,0.288044910945628,3.3471649174667126
1,0,4.767202842392142,0.6520531664709858,0.9565807604101745,2.3953942297666577,2.0127342252274865,0.7929417667652696,2.741726782936265,0.6130927981007717,2.452016310868872
1,1,7.015689373183454,0.24789845620258502,0.04782896292508557,4.689012343305665,2.2888877632652163,1.2816541588422663,0.8588360881645563,1.7410471745796858,3.182874202083373
1,2,7.164427807630385,0.23315255351643965,1.0234219323494376,0.9956780158415207,2.03049809255846,1.1288996020792932,1.6128298630026476,2.0116035007611526,0.13479402732564116
1,3,4.494359688987451,0.44394710413929545,1.7827604656438678,1.4997344903502023,2.9214890757931093,0.3489588014047822,3.2742015913769227,2.4833031782945594,2.94480096910116
1,4,11.189220254854222,0.8549152385949373,0.30331543138200967,1.7325147995460888,2.889076536858943,1.000885453894514,0.6875274554014856,3.028134171386479,2.2208104063140763
1,5,7.040282645591487,0.23966937532345473,0.8300972292478789,1.0415344420608068,3.1557722193549202,1.0111184198416037,1.1908870635916902,2.247924925598144,2.9958609075942664
1,6,4.152723422577401,0.19476859272898306,2.6454131326162336,2.3676332283882706,0.6771917623745297,1.675322213235439,1.0043585007446705,3.0559688408338177,2.615322423345228
1,7,6.007810065862121,0.2537482874275317,0.28117994614781594,2.8105603482095125,0.5483494527803131,1.91718710265317,1.91396947214283,1.0302057360130212,2.5398494527625486
1,8,6.935703344927171,0.48464231026671506,0.7037978554672945,1.2561029117119742,0.8487264262751947,1.7641789891026114,1.810129809032253,3.226184841067709,3.4848982407375626
1,9,3.979389797544943,0.5468336351778996,1.7002620803291308,2.4362654315894847,1.999818663639347,1.4309165403172173,0.7226373631841492,0.6577028347891449,1.0396158658788903
1,10,4.980236224906322,0.4441021447716958,0.3133748293469033,1.3778722266372523,3.329565087566712,1.7755752041562445,1.5654998025373619,3.7659001505667082,0.40022766825924894
1,11,10.481007093924621,0.9757899542733145,0.23342891701932933,1.2500786813593021,2.027787705503185,0.8513900494011764,0.7231090473342854,1.264049252553371,3.933299497108053
1,12,4.339227836941626,0.6596647729717702,0.6529674779577518,3.014063712255436,2.7571350357428117,0.8432175333475727,0.13405896223164504,1.7960931988019126,3.7191998101553936
1,13,4.471097357839922,1.019661730099502,0.2042631748979307,1.1129495062140844,2.7308320751594364,1.813899454284288,1.8294381727762894,2.496783899329263,0.8148783662056878
