ParticipantID,CompletionTimeConsentForm,CompletionTimeIntroduction,CompletionTimeInstruction1,CompletionTimeInstruction2,CompletionTimeInstruction3,CompletionTimeInstruction4,CompletionTimeInstruction5,CompletionTimeInstruction6,CompletionTimeInstructionsCompleted,CompletionTimeTimingInstructions,CompletionTimeAllInstructions,CompletionTimeComprehensionCheck1,CompletionTimeComprehensionCheck2,CompletionTimeComprehensionCheck3,CompletionTimeComprehensionCheck4,AttemptsLeftComprehensionCheck1,AttemptsLeftComprehensionCheck2,AttemptsLeftComprehensionCheck3,AttemptsLeftComprehensionCheck4,VisitsConsentForm,VisitsInstruction1,VisitsInstruction2,VisitsInstruction3,VisitsInstruction4,VisitsInstruction5,VisitsInstruction6
1,223.002400000006,47.87419999998808,308.6497000000179,50.75570000001788,38.37,107.658,28.86040000000596,25.97940000000596,25.713,79.74780000001192,1592.5537999999822,18.48930000001192,29.36790000000596,16.3275,48.26940000000596,2,3,3,2,1,2,3,1,1,1,1
2,90.46540000003576,29.65689999997616,52.72869999998808,18.08659999996424,17.0695,65.4665,14.586400000035765,4.867399999976159,7.567200000047683,37.5925,617.6420999999642,34.92380000001192,18.003100000023842,11.269899999976158,22.954,3,2,3,3,1,1,1,1,1,1,1
3,27.65059999990463,26.927200000047684,83.11529999995231,1.7990999999046329,8.206900000095368,28.95029999995232,12.918299999952316,5.711700000047684,1.5092999999523162,4.110200000047684,421.6095999999046,14.380400000095367,13.772,1.981700000047684,11.245099999904632,3,3,3,3,1,1,1,3,1,1,1
4,10.041200000001115,2.915699999999255,8.771,2.4242000000011177,24.26019999999925,131.9913000000007,39.84490000000037,23.237800000000743,9.9565,103.31790000000038,870.8219000000004,6.922900000000372,19.956199999999257,15.109599999999627,47.36530000000074,3,3,3,1,1,1,1,1,1,1,1
5,29.68510000002384,16.534799999952316,43.41360000002384,30.463200000047685,29.38310000002384,49.54269999992847,16.471,3.5993000000715254,8.727,32.55060000002384,509.663,18.621699999928477,13.070199999928477,9.0065,18.63760000002384,3,3,3,3,1,1,1,1,1,1,1
6,20.03540000000037,25.114799999998883,72.79090000000038,27.83889999999851,23.607299999998883,62.41920000000112,26.102,10.15060000000149,13.292900000000373,50.93309999999963,667.6293999999986,30.671199999999256,21.5085,14.456900000000372,23.52810000000149,3,3,3,3,1,1,1,1,1,1,1
7,261.5802999999524,38.65689999997616,155.993,78.30770000004769,60.26539999997616,171.87219999992848,48.78369999992847,24.66960000002384,28.55360000002384,33.523,1470.6117999999524,91.90870000004767,90.07739999997617,20.82889999997616,80.26920000004769,3,3,3,3,1,1,1,1,1,1,1
8,170.28410000002384,18.447,63.30789999997616,56.12560000002384,60.46769999992848,145.717,44.749,31.317200000047684,12.51789999997616,24.5455,1112.4805,49.561,23.563600000023843,22.896700000047684,56.58379999995232,2,3,3,3,1,1,1,2,1,1,1
9,34.98230000019073,24.302099999904637,64.16120000004769,38.89410000014305,38.93160000014305,74.82820000004769,20.084599999904636,10.6865,12.088699999809265,12.704599999904632,778.6647999999523,33.34860000014305,32.940599999904634,17.993400000095367,54.3225,3,1,3,2,1,1,1,1,1,1,1
10,357.54570000000297,34.85960000000894,99.92669999998807,61.81229999999702,121.35489999999106,156.6735,61.88779999999702,32.76390000000596,25.89730000001192,148.49329999999702,1762.6479000000058,57.4105,46.22360000000894,39.79470000000298,129.376,3,3,3,3,1,1,1,1,1,1,1
